Rank;Polish;Croatian;PartOfSpeech;Grammar;ExampleCroatian;ExamplePolish;FalseFriend;FalseFriendNote;Tags;AcceptedAnswers
3718;cielęcina;teletina;noun;;To je teletina.;To jest cielęcina.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3719;mięso z indyka;puretina;noun;;To je puretina.;To jest mięso z indyka.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3720;mięso z kaczki;pačetina;noun;;To je pačetina.;To jest mięso z kaczki.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3721;mięso mielone;mljeveno meso;noun;;To je mljeveno meso.;To jest mięso mielone.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3722;pierś z kurczaka;pileća prsa;noun;;To su pileća prsa.;To jest pierś z kurczaka.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3723;udko drobiowe;batak;noun;;To je batak.;To jest udko drobiowe.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3724;górna część udka drobiowego;zabatak;noun;;To je zabatak.;To jest górna część udka drobiowego.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3725;skrzydełko drobiowe;krilce;noun;;To je krilce.;To jest skrzydełko drobiowe.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3726;żeberka;rebarca;noun;;To su rebarca.;To są żeberka.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3727;boczek;slanina;noun;;To je slanina.;To jest boczek.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3728;szynka;šunka;noun;;To je šunka.;To jest szynka.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3729;salami;salama;noun;;To je salama.;To jest salami.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3730;parówka;hrenovka;noun;;To je hrenovka.;To jest parówka.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3731;pasztet do smarowania;pašteta;noun;;To je pašteta.;To jest pasztet do smarowania.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3732;wałeczek mielonego mięsa z grilla;ćevap;noun;;To je ćevap.;To jest wałeczek mielonego mięsa z grilla.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3733;bałkański kotlet z mięsa mielonego;pljeskavica;noun;;To je pljeskavica.;To jest bałkański kotlet z mięsa mielonego.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3734;szaszłyk;ražnjić;noun;;To je ražnjić.;To jest szaszłyk.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3735;gołąbek w kiszonej kapuście;sarma;noun;;To je sarma.;To jest gołąbek w kiszonej kapuście.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3736;papryka faszerowana;punjena paprika;noun;;To je punjena paprika.;To jest papryka faszerowana.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3737;gęsta potrawa warzywna jednogarnkowa;varivo;noun;;To je varivo.;To jest gęsta potrawa warzywna jednogarnkowa.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3738;gulasz z papryką;paprikaš;noun;;To je paprikaš.;To jest gulasz z papryką.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3739;pieczeń;pečenje;noun;;To je pečenje.;To jest pieczeń.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3740;mięso panierowane;pohano meso;noun;;To je pohano meso.;To jest mięso panierowane.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3741;purée ziemniaczane;pire-krumpir;noun;;To je pire-krumpir.;To jest purée ziemniaczane.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3742;pieczone ziemniaki;pečeni krumpir;noun;;To je pečeni krumpir.;To są pieczone ziemniaki.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3743;frytki;krumpirići;noun;;To su krumpirići.;To są frytki.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3744;jogurt pitny;jogurt za piće;noun;;To je jogurt za piće.;To jest jogurt pitny.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3745;kwaśna śmietana;kiselo vrhnje;noun;;To je kiselo vrhnje.;To jest kwaśna śmietana.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3746;słodka śmietanka;slatko vrhnje;noun;;To je slatko vrhnje.;To jest słodka śmietanka.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3747;śmietanka do gotowania;vrhnje za kuhanje;noun;;To je vrhnje za kuhanje.;To jest śmietanka do gotowania.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3748;bita śmietana;šlag;noun;;To je šlag.;To jest bita śmietana.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3749;serwatka;sirutka;noun;;To je sirutka.;To jest serwatka.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3750;kefir;kefir;noun;;To je kefir.;To jest kefir.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3751;pasta do smarowania;namaz;noun;;To je namaz.;To jest pasta do smarowania.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3752;serek kremowy;krem sir;noun;;To je krem sir.;To jest serek kremowy.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3753;ser topiony;topljeni sir;noun;;To je topljeni sir.;To jest ser topiony.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3754;ser kozi;kozji sir;noun;;To je kozji sir.;To jest ser kozi.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3755;ser owczy;ovčji sir;noun;;To je ovčji sir.;To jest ser owczy.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3756;płatki owsiane;zobene pahuljice;noun;;To su zobene pahuljice.;To są płatki owsiane.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3757;owsianka;zobena kaša;noun;;To je zobena kaša.;To jest owsianka.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3758;kasza manna;krupica;noun;;To je krupica.;To jest kasza manna.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3759;gryka;heljda;noun;;To je heljda.;To jest gryka.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3760;proso;proso;noun;;To je proso.;To jest proso.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3761;jęczmień;ječam;noun;;To je ječam.;To jest jęczmień.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3762;owies;zob;noun;;To je zob.;To jest owies.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3763;żyto;raž;noun;;To je raž.;To jest żyto.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3764;pszenica;pšenica;noun;;To je pšenica.;To jest pszenica.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3765;polenta, gęsta kasza kukurydziana;palenta;noun;;To je palenta.;To jest polenta.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3766;kuskus;kuskus;noun;;To je kuskus.;To jest kuskus.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3767;soczewica;leća;noun;;To je leća.;To jest soczewica.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3768;ciecierzyca;slanutak;noun;;To je slanutak.;To jest ciecierzyca.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3769;fasolka szparagowa;mahune;noun;;To su mahune.;To jest fasolka szparagowa.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3770;soja;soja;noun;;To je soja.;To jest soja.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3771;burak ćwikłowy;cikla;noun;;To je cikla.;To jest burak ćwikłowy.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3772;rzepa;repa;noun;;To je repa.;To jest rzepa.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3773;seler;celer;noun;;To je celer.;To jest seler.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3774;por;poriluk;noun;;To je poriluk.;To jest por.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3775;rzodkiewka;rotkvica;noun;;To je rotkvica.;To jest rzodkiewka.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3776;bakłażan;patlidžan;noun;;To je patlidžan.;To jest bakłażan.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3777;cukinia;tikvica;noun;;To je tikvica.;To jest cukinia.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3778;dynia;bundeva;noun;;To je bundeva.;To jest dynia.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3779;kalafior;cvjetača;noun;;To je cvjetača.;To jest kalafior.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3780;brokuł;brokula;noun;;To je brokula.;To jest brokuł.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3781;kapusta włoska;kelj;noun;;To je kelj.;To jest kapusta włoska.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3782;brukselka;prokulica;noun;;To je prokulica.;To jest brukselka.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3783;boćwina;blitva;noun;;To je blitva.;To jest boćwina.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3784;rukola;rukola;noun;;To je rukola.;To jest rukola.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3785;szparag;šparoga;noun;;To je šparoga.;To jest szparag.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3786;karczoch;artičoka;noun;;To je artičoka.;To jest karczoch.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3787;ostra papryczka;feferon;noun;;To je feferon.;To jest ostra papryczka.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3788;imbir;đumbir;noun;;To je đumbir.;To jest imbir.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3789;chrzan;hren;noun;;To je hren.;To jest chrzan.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3790;ząbki czosnku;češnjevi češnjaka;noun;;To su češnjevi češnjaka.;To są ząbki czosnku.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3791;dymka;mladi luk;noun;;To je mladi luk.;To jest dymka.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3792;pieczarka;šampinjon;noun;;To je šampinjon.;To jest pieczarka.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3793;borowik;vrganj;noun;;To je vrganj.;To jest borowik.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3794;kurka, grzyb;lisičarka;noun;;To je lisičarka.;To jest kurka.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3795;żurawina;brusnica;noun;;To je brusnica.;To jest żurawina.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3796;porzeczka;ribiz;noun;;To je ribiz.;To jest porzeczka.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3797;agrest;ogrozd;noun;;To je ogrozd.;To jest agrest.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3798;pigwa;dunja;noun;;To je dunja.;To jest pigwa.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3799;daktyl;datulja;noun;;To je datulja.;To jest daktyl.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3800;nektarynka;nektarina;noun;;To je nektarina.;To jest nektarynka.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3801;mandarynka;mandarina;noun;;To je mandarina.;To jest mandarynka.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3802;kiwi;kivi;noun;;To je kivi.;To jest kiwi.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3803;ananas;ananas;noun;;To je ananas.;To jest ananas.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3804;awokado;avokado;noun;;To je avokado.;To jest awokado.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3805;mango;mango;noun;;To je mango.;To jest mango.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3806;limonka;limeta;noun;;To je limeta.;To jest limonka.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3807;orzech laskowy;lješnjak;noun;;To je lješnjak.;To jest orzech laskowy.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3808;pistacja;pistacija;noun;;To je pistacija.;To jest pistacja.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3809;orzech nerkowca;indijski oraščić;noun;;To je indijski oraščić.;To jest orzech nerkowca.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3810;orzeszki ziemne;kikiriki;noun;;To je kikiriki.;To są orzeszki ziemne.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3811;kasztan jadalny;kesten;noun;;To je kesten.;To jest kasztan jadalny.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3812;rodzynka;grožđica;noun;;To je grožđica.;To jest rodzynka.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3813;suszone owoce;sušeno voće;noun;;To je sušeno voće.;To są suszone owoce.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3814;pestki dyni;bučine sjemenke;noun;;To su bučine sjemenke.;To są pestki dyni.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3815;siemię lniane;lanene sjemenke;noun;;To su lanene sjemenke.;To jest siemię lniane.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3816;sezam;sezam;noun;;To je sezam.;To jest sezam.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3817;mak;mak;noun;;To je mak.;To jest mak.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3818;cynamon;cimet;noun;;To je cimet.;To jest cynamon.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3819;wanilia;vanilija;noun;;To je vanilija.;To jest wanilia.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3820;goździk, przyprawa;klinčić;noun;;To je klinčić.;To jest goździk.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3821;gałka muszkatołowa;muškatni oraščić;noun;;To je muškatni oraščić.;To jest gałka muszkatołowa.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3822;kurkuma;kurkuma;noun;;To je kurkuma.;To jest kurkuma.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3823;rozmaryn;ružmarin;noun;;To je ružmarin.;To jest rozmaryn.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3824;tymianek;timijan;noun;;To je timijan.;To jest tymianek.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3825;oregano;origano;noun;;To je origano.;To jest oregano.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3826;mięta;metvica;noun;;To je metvica.;To jest mięta.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3827;szałwia;kadulja;noun;;To je kadulja.;To jest szałwia.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3828;liść laurowy;lovorov list;noun;;To je lovorov list.;To jest liść laurowy.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3829;szczypiorek;vlasac;noun;;To je vlasac.;To jest szczypiorek.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3830;kolendra;korijandar;noun;;To je korijandar.;To jest kolendra.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3831;kminek;kim;noun;;To je kim.;To jest kminek.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3832;masło z orzeszków ziemnych;maslac od kikirikija;noun;;To je maslac od kikirikija.;To jest masło z orzeszków ziemnych.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3833;syrop klonowy;javorov sirup;noun;;To je javorov sirup.;To jest syrop klonowy.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3834;słodzik;zaslađivač;noun;;To je zaslađivač.;To jest słodzik.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3835;proszek do pieczenia;prašak za pecivo;noun;;To je prašak za pecivo.;To jest proszek do pieczenia.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3836;soda oczyszczona;soda bikarbona;noun;;To je soda bikarbona.;To jest soda oczyszczona.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3837;skrobia;škrob;noun;;To je škrob.;To jest skrobia.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3838;bułka tarta;prezle;noun;;To su prezle.;To jest bułka tarta.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3839;czekolada do wypieków;čokolada za kuhanje;noun;;To je čokolada za kuhanje.;To jest czekolada do wypieków.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3840;kakao;kakao;noun;;To je kakao.;To jest kakao.;NO;;HR_3501_4000 noun food uzupełnienie;[]
3841;podkoszulek;potkošulja;noun;;To je potkošulja.;To jest podkoszulek.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3842;majtki damskie lub dziecięce;gaćice;noun;;To su gaćice.;To są majtki damskie lub dziecięce.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3843;majtki;gaće;noun;;To su gaće.;To są majtki.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3844;bokserki;bokserice;noun;;To su bokserice.;To są bokserki.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3845;biustonosz;grudnjak;noun;;To je grudnjak.;To jest biustonosz.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3846;piżama;pidžama;noun;;To je pidžama.;To jest piżama.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3847;koszula nocna;spavaćica;noun;;To je spavaćica.;To jest koszula nocna.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3848;szlafrok;kućni ogrtač;noun;;To je kućni ogrtač.;To jest szlafrok.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3849;dres;trenirka;noun;;To je trenirka.;To jest dres.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3850;koszulka sportowa;sportska majica;noun;;To je sportska majica.;To jest koszulka sportowa.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3851;bluza z kapturem;majica s kapuljačom;noun;;To je majica s kapuljačom.;To jest bluza z kapturem.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3852;kaptur;kapuljača;noun;;To je kapuljača.;To jest kaptur.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3853;kamizelka;prsluk;noun;;To je prsluk.;To jest kamizelka.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3854;płaszcz;kaput;noun;;To je kaput.;To jest płaszcz.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3855;trencz;baloner;noun;;To je baloner.;To jest trencz.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3856;peleryna przeciwdeszczowa;kabanica;noun;;To je kabanica.;To jest peleryna przeciwdeszczowa.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3857;futro jako ubranie;bunda;noun;;To je bunda.;To jest futro jako ubranie.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3858;marynarka;sako;noun;;To je sako.;To jest marynarka.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3859;garnitur;odijelo;noun;;To je odijelo.;To jest garnitur.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3860;przebranie;kostim;noun;;To je kostim.;To jest przebranie.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3861;bluzka;bluza;noun;;To je bluza.;To jest bluzka.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3862;tunika;tunika;noun;;To je tunika.;To jest tunika.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3863;legginsy;tajice;noun;;To su tajice.;To są legginsy.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3864;rajstopy;najlonke;noun;;To su najlonke.;To są rajstopy.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3865;podkolanówki;dokoljenke;noun;;To su dokoljenke.;To są podkolanówki.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3866;szorty kąpielowe;kupaće hlače;noun;;To su kupaće hlače.;To są szorty kąpielowe.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3867;bikini;bikini;noun;;To je bikini.;To jest bikini.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3868;czapka z daszkiem;šilterica;noun;;To je šilterica.;To jest czapka z daszkiem.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3869;beret;beretka;noun;;To je beretka.;To jest beret.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3870;krawat;kravata;noun;;To je kravata.;To jest krawat.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3871;muszka do koszuli;leptir-mašna;noun;;To je leptir-mašna.;To jest muszka do koszuli.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3872;broszka;broš;noun;;To je broš.;To jest broszka.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3873;brelok;privjesak;noun;;To je privjesak.;To jest brelok.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3874;klamra, zapinka;kopča;noun;;To je kopča.;To jest klamra.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3875;sznurówka;vezica;noun;;To je vezica.;To jest sznurówka.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3876;podeszwa;đon;noun;;To je đon.;To jest podeszwa.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3877;wkładka do buta;uložak za cipelu;noun;;To je uložak za cipelu.;To jest wkładka do buta.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3878;obcas;potpetica;noun;;To je potpetica.;To jest obcas.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3879;szpilka, but na obcasie;štikla;noun;;To je štikla.;To jest szpilka.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3880;balerina, płaski but;balerinka;noun;;To je balerinka.;To jest balerina.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3881;kalosze;gumene čizme;noun;;To su gumene čizme.;To są kalosze.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3882;buty trekkingowe;cipele za planinarenje;noun;;To su cipele za planinarenje.;To są buty trekkingowe.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3883;japonki;japanke;noun;;To su japanke.;To są japonki.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3884;szew;šav;noun;;To je šav.;To jest szew.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3885;obręb ubrania;porub;noun;;To je porub.;To jest obręb ubrania.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3886;podszewka;podstava;noun;;To je podstava.;To jest podszewka.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3887;tkanina;tkanina;noun;;To je tkanina.;To jest tkanina.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3888;dzianina;pletivo;noun;;To je pletivo.;To jest dzianina.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3889;dżins jako materiał;traper;noun;;To je traper.;To jest dżins jako materiał.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3890;sztuczna skóra;umjetna koža;noun;;To je umjetna koža.;To jest sztuczna skóra.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3891;poliester;poliester;noun;;To je poliester.;To jest poliester.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3892;wiskoza;viskoza;noun;;To je viskoza.;To jest wiskoza.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3893;elastan;elastan;noun;;To je elastan.;To jest elastan.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3894;wzór, deseń;uzorak;noun;;To je uzorak.;To jest wzór.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3895;pasek we wzorze;pruga;noun;;To je pruga.;To jest pasek we wzorze.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3896;kropka;točkica;noun;;To je točkica.;To jest kropka.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3897;plama;mrlja;noun;;To je mrlja.;To jest plama.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3898;fałda;nabor;noun;;To je nabor.;To jest fałda.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3899;krój;kroj;noun;;To je kroj.;To jest krój.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3900;obwód pasa;opseg struka;noun;;To je opseg struka.;To jest obwód pasa.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3901;krawiec;krojač;noun;;To je krojač.;To jest krawiec.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3902;krawcowa;krojačica;noun;;To je krojačica.;To jest krawcowa.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3903;pralnia chemiczna;kemijska čistionica;noun;;To je kemijska čistionica.;To jest pralnia chemiczna.;NO;;HR_3501_4000 noun clothes uzupełnienie;[]
3904;brew;obrva;noun;;To je obrva.;To jest brew.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3905;rzęsa;trepavica;noun;;To je trepavica.;To jest rzęsa.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3906;powieka;kapak;noun;;To je kapak.;To jest powieka.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3907;źrenica;zjenica;noun;;To je zjenica.;To jest źrenica.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3908;policzek;obraz;noun;;To je obraz.;To jest policzek.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3909;warga;usna;noun;;To je usna.;To jest warga.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3910;szczęka;čeljust;noun;;To je čeljust.;To jest szczęka.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3911;wąsy;brkovi;noun;;To su brkovi.;To są wąsy.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3912;skroń;sljepoočnica;noun;;To je sljepoočnica.;To jest skroń.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3913;czubek głowy;tjeme;noun;;To je tjeme.;To jest czubek głowy.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3914;tył głowy;potiljak;noun;;To je potiljak.;To jest tył głowy.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3915;włos na ciele, sierść;dlaka;noun;;To je dlaka.;To jest włos na ciele.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3916;skóra głowy;vlasište;noun;;To je vlasište.;To jest skóra głowy.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3917;podniebienie;nepce;noun;;To je nepce.;To jest podniebienie.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3918;ślina;slina;noun;;To je slina.;To jest ślina.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3919;ząb trzonowy;kutnjak;noun;;To je kutnjak.;To jest ząb trzonowy.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3920;ząb mądrości;umnjak;noun;;To je umnjak.;To jest ząb mądrości.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3921;obojczyk;ključna kost;noun;;To je ključna kost.;To jest obojczyk.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3922;klatka piersiowa;prsni koš;noun;;To je prsni koš.;To jest klatka piersiowa.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3923;żebro;rebro;noun;;To je rebro.;To jest żebro.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3924;łopatka jako kość;ramena lopatica;noun;;To je ramena lopatica.;To jest łopatka jako kość.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3925;pacha;pazuh;noun;;To je pazuh.;To jest pacha.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3926;przedramię;podlaktica;noun;;To je podlaktica.;To jest przedramię.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3927;ramię od barku do łokcia;nadlaktica;noun;;To je nadlaktica.;To jest ramię od barku do łokcia.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3928;palec wskazujący;kažiprst;noun;;To je kažiprst.;To jest palec wskazujący.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3929;palec środkowy;srednji prst;noun;;To je srednji prst.;To jest palec środkowy.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3930;palec serdeczny;prstenjak;noun;;To je prstenjak.;To jest palec serdeczny.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
