record_id,level,module_no,module_title_pl,lesson_no,lesson_id,lesson_title_pl,record_type,sequence,hr_text,pl_text,lemma,part_of_speech,grammar_focus,communicative_goal,exercise_type,accepted_answers,notes_pl,tags,source_url
A1-0524,A1,6,Czas wolny,30,a1-30,Powtórka: czas wolny,vocabulary,1,hobi,hobby,hobi,noun,utrwalenie czasowników i określeń częstotliwości,"Porozmawiać o hobby, sporcie i prostych planach.",flashcard|recognition|production,hobi,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0525,A1,6,Czas wolny,30,a1-30,Powtórka: czas wolny,vocabulary,2,vikend,weekend,vikend,noun,utrwalenie czasowników i określeń częstotliwości,"Porozmawiać o hobby, sporcie i prostych planach.",flashcard|recognition|production,vikend,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0526,A1,6,Czas wolny,30,a1-30,Powtórka: czas wolny,vocabulary,3,prijatelji,przyjaciele,prijatelji,noun,utrwalenie czasowników i określeń częstotliwości,"Porozmawiać o hobby, sporcie i prostych planach.",flashcard|recognition|production,prijatelji,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0527,A1,6,Czas wolny,30,a1-30,Powtórka: czas wolny,vocabulary,4,zabava,zabawa,zabava,noun,utrwalenie czasowników i określeń częstotliwości,"Porozmawiać o hobby, sporcie i prostych planach.",flashcard|recognition|production,zabava,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0528,A1,6,Czas wolny,30,a1-30,Powtórka: czas wolny,vocabulary,5,odmor,odpoczynek,odmor,noun,utrwalenie czasowników i określeń częstotliwości,"Porozmawiać o hobby, sporcie i prostych planach.",flashcard|recognition|production,odmor,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0530,A1,6,Czas wolny,30,a1-30,Powtórka: czas wolny,vocabulary,7,zajedno,razem,zajedno,adverb,utrwalenie czasowników i określeń częstotliwości,"Porozmawiać o hobby, sporcie i prostych planach.",flashcard|recognition|production,zajedno,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0531,A1,6,Czas wolny,30,a1-30,Powtórka: czas wolny,vocabulary,8,rado,chętnie,rado,adverb,utrwalenie czasowników i określeń częstotliwości,"Porozmawiać o hobby, sporcie i prostych planach.",flashcard|recognition|production,rado,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-1030,A1,6,Czas wolny,30,a1-30,Powtórka: czas wolny,vocabulary,9,Zvuči super!,Brzmi super!,zvučati,phrase,utrwalenie czasowników i określeń częstotliwości,"Porozmawiać o hobby, sporcie i prostych planach.",flashcard|recognition,Zvuči super!,"Słownictwo uzupełniające: lista „Więcej przydatnych słów” w lekcji, nagranie i fiszki; bez osobnej karty słowa.",vocab|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-1031,A1,6,Czas wolny,30,a1-30,Powtórka: czas wolny,vocabulary,10,zabavno,zabawnie / fajnie,zabavan,adjective,utrwalenie czasowników i określeń częstotliwości,"Porozmawiać o hobby, sporcie i prostych planach.",flashcard|recognition,zabavno,"Słownictwo uzupełniające: lista „Więcej przydatnych słów” w lekcji, nagranie i fiszki; bez osobnej karty słowa.",vocab|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-1032,A1,6,Czas wolny,30,a1-30,Powtórka: czas wolny,vocabulary,11,dosadno,nudno,dosadan,adjective,utrwalenie czasowników i określeń częstotliwości,"Porozmawiać o hobby, sporcie i prostych planach.",flashcard|recognition,dosadno,"Słownictwo uzupełniające: lista „Więcej przydatnych słów” w lekcji, nagranie i fiszki; bez osobnej karty słowa.",vocab|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-1034,A1,6,Czas wolny,30,a1-30,Powtórka: czas wolny,vocabulary,6,izlet,wycieczka,izlet,noun,utrwalenie czasowników i określeń częstotliwości,"Porozmawiać o hobby, sporcie i prostych planach.",flashcard|recognition|production,izlet,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0532,A1,6,Czas wolny,30,a1-30,Powtórka: czas wolny,sentence,1,Vikendom se odmaram.,W weekend odpoczywam.,,,utrwalenie czasowników i określeń częstotliwości,"Porozmawiać o hobby, sporcie i prostych planach.",translation|word_order|listening|gap,Vikendom se odmaram.,"Zdanie autorskie do ćwiczeń; przy inputach tekstowych warto akceptować brak części znaków diakrytycznych jako soft error, ale pokazać poprawną pisownię.",sentence|production|comprehension,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0533,A1,6,Czas wolny,30,a1-30,Powtórka: czas wolny,sentence,2,Rado idem na bazen.,Chętnie chodzę na basen.,,,utrwalenie czasowników i określeń częstotliwości,"Porozmawiać o hobby, sporcie i prostych planach.",translation|word_order|listening|gap,Rado idem na bazen.,"Zdanie autorskie do ćwiczeń; przy inputach tekstowych warto akceptować brak części znaków diakrytycznych jako soft error, ale pokazać poprawną pisownię.",sentence|production|comprehension,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0534,A1,6,Czas wolny,30,a1-30,Powtórka: czas wolny,sentence,3,Često sam s prijateljima.,Często jestem z przyjaciółmi.,,,utrwalenie czasowników i określeń częstotliwości,"Porozmawiać o hobby, sporcie i prostych planach.",translation|word_order|listening|gap,Često sam s prijateljima.,"Zdanie autorskie do ćwiczeń; przy inputach tekstowych warto akceptować brak części znaków diakrytycznych jako soft error, ale pokazać poprawną pisownię.",sentence|production|comprehension,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0535,A1,6,Czas wolny,30,a1-30,Powtórka: czas wolny,sentence,4,Volim sport i glazbu.,Lubię sport i muzykę.,,,utrwalenie czasowników i określeń częstotliwości,"Porozmawiać o hobby, sporcie i prostych planach.",translation|word_order|listening|gap,Volim sport i glazbu.,"Zdanie autorskie do ćwiczeń; przy inputach tekstowych warto akceptować brak części znaków diakrytycznych jako soft error, ale pokazać poprawną pisownię.",sentence|production|comprehension,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0536,A1,6,Czas wolny,30,a1-30,Powtórka: czas wolny,sentence,5,Subotom gledam film.,W soboty oglądam film.,,,utrwalenie czasowników i określeń częstotliwości,"Porozmawiać o hobby, sporcie i prostych planach.",translation|word_order|listening|gap,Subotom gledam film.,"Zdanie autorskie do ćwiczeń; przy inputach tekstowych warto akceptować brak części znaków diakrytycznych jako soft error, ale pokazać poprawną pisownię.",sentence|production|comprehension,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0537,A1,6,Czas wolny,30,a1-30,Powtórka: czas wolny,sentence,6,Što voliš raditi?,Co lubisz robić?,,,utrwalenie czasowników i określeń częstotliwości,"Porozmawiać o hobby, sporcie i prostych planach.",translation|word_order|listening|gap,Što voliš raditi?,"Zdanie autorskie do ćwiczeń; przy inputach tekstowych warto akceptować brak części znaków diakrytycznych jako soft error, ale pokazać poprawną pisownię.",sentence|production|comprehension,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-1035,A1,6,Czas wolny,30,a1-30,Powtórka: czas wolny,sentence,7,Ovaj film je dosadan.,Ten film jest nudny.,,,utrwalenie czasowników i określeń częstotliwości,"Porozmawiać o hobby, sporcie i prostych planach.",listening|comprehension,Ovaj film je dosadan.,Zdanie przykładowe z rozszerzenia modułów 02–08; pokazywane z nagraniem w kroku „Nowe słowa w zdaniach”.,sentence|example|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-1036,A1,6,Czas wolny,30,a1-30,Powtórka: czas wolny,sentence,8,U nedjelju idemo na izlet.,W niedzielę jedziemy na wycieczkę.,,,utrwalenie czasowników i określeń częstotliwości,"Porozmawiać o hobby, sporcie i prostych planach.",listening|comprehension,U nedjelju idemo na izlet.,Zdanie przykładowe z rozszerzenia modułów 02–08; pokazywane z nagraniem w kroku „Nowe słowa w zdaniach”.,sentence|example|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0538,A1,6,Czas wolny,30,a1-30,Powtórka: czas wolny,exercise_blueprint,1,,,,,utrwalenie czasowników i określeń częstotliwości,"Porozmawiać o hobby, sporcie i prostych planach.",mixed_review,,"Losuj materiał z 4 poprzednich lekcji: wybór, luka, tłumaczenie, kolejność słów.",exercise|lesson-player,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0539,A1,6,Czas wolny,30,a1-30,Powtórka: czas wolny,exercise_blueprint,2,,,,,utrwalenie czasowników i określeń częstotliwości,"Porozmawiać o hobby, sporcie i prostych planach.",dialog_completion,,Uzupełnij 3–5 tur dialogu bez podpowiadania pełnych odpowiedzi.,exercise|lesson-player,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0540,A1,6,Czas wolny,30,a1-30,Powtórka: czas wolny,exercise_blueprint,3,,,,,utrwalenie czasowników i określeń częstotliwości,"Porozmawiać o hobby, sporcie i prostych planach.",can_do_task,,Wykonaj zadanie komunikacyjne modułu w 2–4 zdaniach.,exercise|lesson-player,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0541,A1,7,Podróże,31,a1-31,Podróżuję,lesson,0,,,,,putovati/ići; u/na + biernik; instrumental w kilku gotowych frazach z prijevozom,"Powiedzieć, dokąd i czym podróżujesz.",,,Projekt autorski oparty na deskryptorach CEFR A1 oraz zakresie początkujących kursów Croaticum. Treści nie są kopią podręcznika.,curriculum|cefr-a1|croatian,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/3.html|https://www.easy-croatian.com/2014/11/a4.html|https://www.easy-croatian.com/2014/11/15.html|https://www.easy-croatian.com/2014/11/6.html
A1-0542,A1,7,Podróże,31,a1-31,Podróżuję,vocabulary,1,putovati,podróżować,putovati,verb,putovati/ići; u/na + biernik; instrumental w kilku gotowych frazach z prijevozom,"Powiedzieć, dokąd i czym podróżujesz.",flashcard|recognition|production,putovati,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/3.html|https://www.easy-croatian.com/2014/11/a4.html|https://www.easy-croatian.com/2014/11/15.html|https://www.easy-croatian.com/2014/11/6.html
A1-0543,A1,7,Podróże,31,a1-31,Podróżuję,vocabulary,2,avion,samolot,avion,noun,putovati/ići; u/na + biernik; instrumental w kilku gotowych frazach z prijevozom,"Powiedzieć, dokąd i czym podróżujesz.",flashcard|recognition|production,avion,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/3.html|https://www.easy-croatian.com/2014/11/a4.html|https://www.easy-croatian.com/2014/11/15.html|https://www.easy-croatian.com/2014/11/6.html
A1-0544,A1,7,Podróże,31,a1-31,Podróżuję,vocabulary,3,vlak,pociąg,vlak,noun,putovati/ići; u/na + biernik; instrumental w kilku gotowych frazach z prijevozom,"Powiedzieć, dokąd i czym podróżujesz.",flashcard|recognition|production,vlak,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/3.html|https://www.easy-croatian.com/2014/11/a4.html|https://www.easy-croatian.com/2014/11/15.html|https://www.easy-croatian.com/2014/11/6.html
A1-0545,A1,7,Podróże,31,a1-31,Podróżuję,vocabulary,4,autobus,autobus,autobus,noun,putovati/ići; u/na + biernik; instrumental w kilku gotowych frazach z prijevozom,"Powiedzieć, dokąd i czym podróżujesz.",flashcard|recognition|production,autobus,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/3.html|https://www.easy-croatian.com/2014/11/a4.html|https://www.easy-croatian.com/2014/11/15.html|https://www.easy-croatian.com/2014/11/6.html
A1-0547,A1,7,Podróże,31,a1-31,Podróżuję,vocabulary,6,more,morze,more,noun,putovati/ići; u/na + biernik; instrumental w kilku gotowych frazach z prijevozom,"Powiedzieć, dokąd i czym podróżujesz.",flashcard|recognition|production,more,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/3.html|https://www.easy-croatian.com/2014/11/a4.html|https://www.easy-croatian.com/2014/11/15.html|https://www.easy-croatian.com/2014/11/6.html
A1-0548,A1,7,Podróże,31,a1-31,Podróżuję,vocabulary,7,otok,wyspa,otok,noun,putovati/ići; u/na + biernik; instrumental w kilku gotowych frazach z prijevozom,"Powiedzieć, dokąd i czym podróżujesz.",flashcard|recognition|production,otok,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/3.html|https://www.easy-croatian.com/2014/11/a4.html|https://www.easy-croatian.com/2014/11/15.html|https://www.easy-croatian.com/2014/11/6.html
A1-0549,A1,7,Podróże,31,a1-31,Podróżuję,vocabulary,8,putovanje,podróż,putovanje,noun,putovati/ići; u/na + biernik; instrumental w kilku gotowych frazach z prijevozom,"Powiedzieć, dokąd i czym podróżujesz.",flashcard|recognition|production,putovanje,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/3.html|https://www.easy-croatian.com/2014/11/a4.html|https://www.easy-croatian.com/2014/11/15.html|https://www.easy-croatian.com/2014/11/6.html
A1-1037,A1,7,Podróże,31,a1-31,Podróżuję,vocabulary,5,trajekt,prom,trajekt,noun,putovati/ići; u/na + biernik; instrumental w kilku gotowych frazach z prijevozom,"Powiedzieć, dokąd i czym podróżujesz.",flashcard|recognition|production,trajekt,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/3.html|https://www.easy-croatian.com/2014/11/a4.html|https://www.easy-croatian.com/2014/11/15.html|https://www.easy-croatian.com/2014/11/6.html
A1-1038,A1,7,Podróże,31,a1-31,Podróżuję,vocabulary,10,taksi,taksówka,taksi,noun,putovati/ići; u/na + biernik; instrumental w kilku gotowych frazach z prijevozom,"Powiedzieć, dokąd i czym podróżujesz.",flashcard|recognition,taksi,"Słownictwo uzupełniające: lista „Więcej przydatnych słów” w lekcji, nagranie i fiszki; bez osobnej karty słowa.",vocab|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/3.html|https://www.easy-croatian.com/2014/11/a4.html|https://www.easy-croatian.com/2014/11/15.html|https://www.easy-croatian.com/2014/11/6.html
A1-1039,A1,7,Podróże,31,a1-31,Podróżuję,vocabulary,11,tramvaj,tramwaj,tramvaj,noun,putovati/ići; u/na + biernik; instrumental w kilku gotowych frazach z prijevozom,"Powiedzieć, dokąd i czym podróżujesz.",flashcard|recognition,tramvaj,"Słownictwo uzupełniające: lista „Więcej przydatnych słów” w lekcji, nagranie i fiszki; bez osobnej karty słowa.",vocab|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/3.html|https://www.easy-croatian.com/2014/11/a4.html|https://www.easy-croatian.com/2014/11/15.html|https://www.easy-croatian.com/2014/11/6.html
A1-1040,A1,7,Podróże,31,a1-31,Podróżuję,vocabulary,12,posjetiti,odwiedzić,posjetiti,verb,putovati/ići; u/na + biernik; instrumental w kilku gotowych frazach z prijevozom,"Powiedzieć, dokąd i czym podróżujesz.",flashcard|recognition,posjetiti,"Słownictwo uzupełniające: lista „Więcej przydatnych słów” w lekcji, nagranie i fiszki; bez osobnej karty słowa.",vocab|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/3.html|https://www.easy-croatian.com/2014/11/a4.html|https://www.easy-croatian.com/2014/11/15.html|https://www.easy-croatian.com/2014/11/6.html
A1-1041,A1,7,Podróże,31,a1-31,Podróżuję,vocabulary,13,voziti,prowadzić (pojazd) / jechać,voziti,verb,putovati/ići; u/na + biernik; instrumental w kilku gotowych frazach z prijevozom,"Powiedzieć, dokąd i czym podróżujesz.",flashcard|recognition,voziti,"Słownictwo uzupełniające: lista „Więcej przydatnych słów” w lekcji, nagranie i fiszki; bez osobnej karty słowa.",vocab|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/3.html|https://www.easy-croatian.com/2014/11/a4.html|https://www.easy-croatian.com/2014/11/15.html|https://www.easy-croatian.com/2014/11/6.html
A1-1042,A1,7,Podróże,31,a1-31,Podróżuję,vocabulary,14,planina,góra,planina,noun,putovati/ići; u/na + biernik; instrumental w kilku gotowych frazach z prijevozom,"Powiedzieć, dokąd i czym podróżujesz.",flashcard|recognition,planina,"Słownictwo uzupełniające: lista „Więcej przydatnych słów” w lekcji, nagranie i fiszki; bez osobnej karty słowa.",vocab|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/3.html|https://www.easy-croatian.com/2014/11/a4.html|https://www.easy-croatian.com/2014/11/15.html|https://www.easy-croatian.com/2014/11/6.html
A1-1043,A1,7,Podróże,31,a1-31,Podróżuję,vocabulary,15,obala,wybrzeże,obala,noun,putovati/ići; u/na + biernik; instrumental w kilku gotowych frazach z prijevozom,"Powiedzieć, dokąd i czym podróżujesz.",flashcard|recognition,obala,"Słownictwo uzupełniające: lista „Więcej przydatnych słów” w lekcji, nagranie i fiszki; bez osobnej karty słowa.",vocab|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/3.html|https://www.easy-croatian.com/2014/11/a4.html|https://www.easy-croatian.com/2014/11/15.html|https://www.easy-croatian.com/2014/11/6.html
